-9.125453317966501345e+04 -9.125453298004969838e+04 -9.125453308069039485e+04 -9.125453307902431698e+04 -9.125453295001150400e+04 -9.125453320970320783e+04 -9.125453306631970918e+04 -9.125453309339500265e+04 -9.125453309056440776e+04 -9.125453306915030407e+04 -9.125453307987427979e+04 -9.125453307984043204e+04
-9.125453297735343222e+04 -9.125453317800746299e+04 -9.125453307853984006e+04 -9.125453307682105515e+04 -9.125453295155498199e+04 -9.125453320380591322e+04 -9.125453309179104690e+04 -9.125453306356984831e+04 -9.125453306691434409e+04 -9.125453308844655112e+04 -9.125453307769745879e+04 -9.125453307766343642e+04
-9.125453308385980199e+04 -9.125453308429045137e+04 -9.125453318188824051e+04 -9.125453298626201286e+04 -9.125453295204897586e+04 -9.125453321610127750e+04 -9.125453309424982581e+04 -9.125453307390042755e+04 -9.125453309678588994e+04 -9.125453307136436342e+04 -9.125453308406179713e+04 -9.125453308408845623e+04
-9.125453307302195753e+04 -9.125453307363130443e+04 -9.125453297109314008e+04 -9.125453317556012189e+04 -9.125453294707067835e+04 -9.125453319958258362e+04 -9.125453306201385567e+04 -9.125453308463940630e+04 -9.125453305844131683e+04 -9.125453308821194514e+04 -9.125453307332267286e+04 -9.125453307333058910e+04
-9.125453329389118880e+04 -9.125453329440283414e+04 -9.125453329353187291e+04 -9.125453329476215004e+04 -9.125453327540238388e+04 -9.125453331289163907e+04 -9.125453329397788912e+04 -9.125453329431613383e+04 -9.125453329359598865e+04 -9.125453329469803430e+04 -9.125453329416332417e+04 -9.125453329413069878e+04
-9.125453259819230880e+04 -9.125453259878366953e+04 -9.125453259772565798e+04 -9.125453259925032035e+04 -9.125453228802792728e+04 -9.125453290894805104e+04 -9.125453259830414027e+04 -9.125453259867183806e+04 -9.125453259792365134e+04 -9.125453259905232699e+04 -9.125453259849878668e+04 -9.125453259847719164e+04
-9.125453318259450316e+04 -9.125453316515086044e+04 -9.125453316598775564e+04 -9.125453318175760796e+04 -9.125453304378900793e+04 -9.125453330395635567e+04 -9.125453309593074664e+04 -9.125453325181461696e+04 -9.125453317493452050e+04 -9.125453317281084310e+04 -9.125453317390178563e+04 -9.125453317384357797e+04
-9.125453316354735580e+04 -9.125453318310958275e+04 -9.125453317989120842e+04 -9.125453316676573013e+04 -9.125453304763045162e+04 -9.125453329902648693e+04 -9.125453309367649490e+04 -9.125453325298044365e+04 -9.125453317434800556e+04 -9.125453317230893299e+04 -9.125453317334991880e+04 -9.125453317330701975e+04
-9.125453316519946384e+04 -9.125453317955265811e+04 -9.125453316238539992e+04 -9.125453318236672203e+04 -9.125453304231810034e+04 -9.125453330243402161e+04 -9.125453317362343660e+04 -9.125453317112868535e+04 -9.125453325125742413e+04 -9.125453309349469782e+04 -9.125453317237808369e+04 -9.125453317237403826e+04
-9.125453318206660333e+04 -9.125453316758357687e+04 -9.125453318337594101e+04 -9.125453316627423919e+04 -9.125453304949216545e+04 -9.125453330015801475e+04 -9.125453317368077114e+04 -9.125453317596940906e+04 -9.125453309617379273e+04 -9.125453325347638747e+04 -9.125453317486368178e+04 -9.125453317478649842e+04
-9.125453317825372505e+04 -9.125453317874351342e+04 -9.125453317770222202e+04 -9.125453317929501645e+04 -9.125453305150412780e+04 -9.125453330549311067e+04 -9.125453317834128393e+04 -9.125453317865595454e+04 -9.125453317794020404e+04 -9.125453317905703443e+04 -9.125453311974453391e+04 -9.125453323725270457e+04
-9.125453317839687224e+04 -9.125453317887251615e+04 -9.125453317792378948e+04 -9.125453317934559891e+04 -9.125453305272327270e+04 -9.125453330454611569e+04 -9.125453317848213192e+04 -9.125453317878725647e+04 -9.125453317808001884e+04 -9.125453317918936955e+04 -9.125453323741852364e+04 -9.125453311985086475e+04
-9.125393789584364276e+04 -9.125393730704303016e+04 -9.125393756946652138e+04 -9.125393763342015154e+04 -9.125393956626880390e+04 -9.125393563661786902e+04 -9.125393732422997709e+04 -9.125393787865669583e+04 -9.125393208652645990e+04 -9.125394311636021303e+04 -9.125393722228643310e+04 -9.125393798060023983e+04
-9.125406965735548874e+04 -9.125407099258078961e+04 -9.125407023369462695e+04 -9.125407041624165140e+04 -9.125407274293896626e+04 -9.125406790699731209e+04 -9.125406732558393560e+04 -9.125407332435234275e+04 -9.125406999471868039e+04 -9.125407065521759796e+04 -9.125406970771022316e+04 -9.125407094222605519e+04
-9.125256960456287197e+04 -9.125254771395657735e+04 -9.125255223518685671e+04 -9.125256508333259262e+04 -9.125253634116062312e+04 -9.125258097735882620e+04 -9.125256065539114934e+04 -9.125255666312829999e+04 -9.125255641047128302e+04 -9.125256090804816631e+04 -9.125255946173970005e+04 -9.125255785677974927e+04
-9.125174930281928391e+04 -9.125174937319807941e+04 -9.125174930102915096e+04 -9.125174937498821237e+04 -9.125174944930081256e+04 -9.125174922671655077e+04 -9.125174938513779489e+04 -9.125174929087956843e+04 -9.125174937702661555e+04 -9.125174929899074777e+04 -9.125174935384534183e+04 -9.125174932217202149e+04
-9.125178076149105618e+04 -9.125178394186082005e+04 -9.125178511402096774e+04 -9.125177958933090849e+04 -9.125177862686479057e+04 -9.125178607648708567e+04 -9.125177633787840023e+04 -9.125178836547347601e+04 -9.125177827591392270e+04 -9.125178642743795353e+04 -9.125178773606677714e+04 -9.125177696728509909e+04
-9.125180750706468825e+04 -9.125180748455724097e+04 -9.125180750144104240e+04 -9.125180749018088682e+04 -9.125180772796293604e+04 -9.125180726365899318e+04 -9.125180748946465610e+04 -9.125180750215727312e+04 -9.125180753058654955e+04 -9.125180746103537967e+04 -9.125180750129859371e+04 -9.125180749032333551e+04
-9.125077282240452769e+04 -9.125077561754077033e+04 -9.125077920543873915e+04 -9.125076923450655886e+04 -9.125075754917949962e+04 -9.125079089076579839e+04 -9.125077093676556251e+04 -9.125077750317973550e+04 -9.125077082214070833e+04 -9.125077761780458968e+04 -9.125077333401581564e+04 -9.125077510592948238e+04
-9.125173593765273108e+04 -9.125173588998062769e+04 -9.125173590988482465e+04 -9.125173591774853412e+04 -9.125173602966994804e+04 -9.125173579796341073e+04 -9.125173592064416152e+04 -9.125173590698919725e+04 -9.125173589536154759e+04 -9.125173593227181118e+04 -9.125173591769984341e+04 -9.125173590993351536e+04
-9.125183001009628060e+04 -9.125182992956161615e+04 -9.125182994926719402e+04 -9.125182999039070273e+04 -9.125183044664582121e+04 -9.125182949301207555e+04 -9.125182999614038272e+04 -9.125182994351751404e+04 -9.125182999030534120e+04 -9.125182994935255556e+04 -9.125182996799927787e+04 -9.125182997165861889e+04
